u,g,r,i,z,redshift
21.14021,20.78041,20.60402,20.36783,20.12573,1.476862
19.97782,18.57004,17.72423,17.27865,16.96567,0.1421814
23.7137,24.1678,22.01565,20.92373,19.98717,0.8418308
24.48742,23.19679,21.98051,20.37694,19.35362,-0.0001773137
21.04836,20.70452,20.54986,20.539,19.90711,0.7633051
24.07654,24.66429,17.1404,16.92347,23.29707,-3.77645e-05
18.43742,17.09894,16.50525,16.16367,15.95122,0.04114044
23.46767,22.74075,22.42805,21.75157,21.89775,0.722084
19.52649,18.6116,18.21415,18.05992,18.00097,-0.0002046697
23.23186,20.35608,18.85664,17.66056,17.01826,0.00013281
25.91513,22.0191,20.49134,19.5136,18.92889,0.5179009
22.87651,24.37917,24.42817,22.41215,22.23525,0.7285482
20.38312,17.75804,16.53117,16.04313,15.67895,0.1551738
20.06087,18.55431,17.66588,17.2048,16.84541,0.126341
22.01907,21.76688,20.15932,19.27308,18.68122,0.4923374
22.61896,23.34431,21.60635,20.19088,19.51771,0.6941556
22.27518,20.2906,19.63682,19.37585,19.24072,-6.978687e-05
23.48858,21.38981,19.85311,19.14911,18.69902,0.0001324444
19.48045,17.91541,17.08926,16.62779,16.24467,0.07713702
18.69309,17.14277,16.31995,15.87376,15.63177,0.03266076
21.55686,21.52036,21.22465,21.04701,21.19313,1.490769
25.54635,22.5084,20.72999,19.76303,19.20754,0.5033293
26.16424,20.85216,19.09568,18.35525,17.89535,0.3976937
20.2735,19.29037,18.86071,18.67184,18.59529,-3.570275e-05
19.97308,18.22724,17.34263,16.96914,16.68265,0.1116063
24.60168,22.06097,20.51221,19.6613,19.37333,0.5357593
19.36409,18.01856,17.45161,17.22348,17.14956,0.00024683
20.40282,20.46295,20.50408,20.20353,20.15306,1.85076
25.11827,22.76596,20.64937,19.62076,19.04834,0.5354773
23.06522,21.43696,21.24364,21.45175,21.11476,2.421953
17.67516,16.50637,15.98094,15.74954,15.66187,-0.0005705521
23.13691,22.16736,21.9955,21.7536,20.5821,0.9088591
22.08319,20.54839,18.82526,18.14832,17.8427,0.3890005
23.45543,21.97092,22.68871,21.64471,19.33876,-0.0002885969
20.0801,18.39744,17.44952,16.95007,16.56289,0.1040948
19.37931,18.09564,17.18694,16.73129,16.40516,0.1730405
22.3172,21.88129,20.57474,19.75248,19.31882,0.6411815
25.56902,23.37251,22.09064,21.3123,21.79649,1.32675
21.88219,21.57616,21.37575,21.51248,20.96028,-0.000429416
20.50935,19.52211,19.23225,19.19043,19.112,0.0001471694
22.74971,21.97644,21.53849,21.3511,21.59414,0.000293036
19.53188,18.53849,17.94371,17.52094,17.37858,0.1409978
23.26155,22.23304,21.52814,21.08932,21.47026,0.7108271
22.55761,21.94627,21.78764,21.49454,21.48027,0.9844008
21.70694,20.5743,19.33774,18.9109,18.65255,0.3211179
22.87233,21.39069,21.12698,21.06612,20.66392,1.275253
19.18967,16.78829,15.86766,15.55691,15.40702,5.406e-06
24.01568,23.93881,22.15386,22.90699,22.47809,1.497779
20.63449,18.55653,17.35659,16.91774,16.52994,0.1697467
22.99359,22.07197,22.10624,21.73585,21.37237,0.8578494
20.2807,18.83315,17.92951,17.42348,17.07752,0.08649776
23.29524,22.59287,20.91253,19.14838,18.14368,-3.253359e-05
23.1633,21.50749,21.67629,21.85062,23.16394,0.001284704
20.43215,20.93934,19.42428,18.33295,17.9213,0.6414149
24.28859,22.3193,21.85733,20.94354,20.08619,0.9385633
20.48422,20.10667,19.80982,19.66788,19.36012,2.109222
22.88071,21.71892,20.2203,19.11643,18.81717,0.5954321
17.43494,16.19635,15.75451,15.60284,15.48615,-0.000174233
24.27157,22.90649,21.25634,20.228,19.50887,0.4966828
23.28595,21.61709,19.90627,19.31063,18.95783,0.3631419
25.37796,21.60037,21.06612,20.82433,20.39596,-0.000370814
22.01771,21.81963,21.72971,21.54229,22.82691,0.02202639
21.2926,19.2768,17.71988,17.15827,16.77665,0.2413385
22.5734,22.12422,20.47218,19.4826,19.03414,0.5372716
21.98789,21.62244,20.48817,19.75256,19.51978,0.5455739
24.4674,21.69571,19.96532,19.11911,18.70681,0.5026727
22.83843,20.63662,19.42373,19.04824,18.95114,0.2667127
24.08871,21.60368,21.28079,21.29222,20.83301,-0.0003559286
21.60999,20.10073,18.58849,17.99272,17.65135,0.2640793
25.58048,22.47261,20.78205,19.49364,18.89392,0.6530412
19.79881,18.02327,17.11289,16.66504,16.35611,0.1313834
21.23724,20.42445,20.33097,20.17751,19.91928,2.453167
22.63718,20.97558,19.32525,18.57199,18.1398,0.4092437
23.31066,22.1921,21.79737,21.71186,21.30919,2.128027
24.03788,21.74788,19.93358,18.999,18.52772,0.5100323
22.10028,22.46601,21.90134,20.97827,20.14776,0.9339363
20.57671,19.4321,19.18071,18.97841,18.90838,0.0001882126
23.07732,21.26849,19.71426,19.06024,18.62966,0.3017498
24.38979,22.6872,22.18545,20.56991,19.7137,0.5939725
21.65163,20.78273,20.32394,20.36776,20.11708,2.442707
17.62262,16.38919,15.92705,15.75291,15.69477,-0.0003326509
24.79084,23.58353,21.60285,20.55779,19.82486,0.5661265
22.24188,23.08194,21.18566,20.16348,19.57219,0.5331627
25.26573,22.94876,21.59865,20.20909,19.54474,0.0001704533
22.82941,21.81783,21.25491,20.98303,20.95287,-2.222415e-05
20.51282,20.52203,20.17608,20.2703,20.32521,1.318458
21.82273,21.32605,21.40682,21.38121,21.1447,0.04106171
23.71324,22.94091,22.37303,21.61993,20.60232,0.7420558
24.85021,21.61604,20.9128,20.71945,20.5775,4.888911e-05
24.28444,22.15804,20.30738,19.44458,18.95732,0.4687555
24.1183,23.3337,21.57689,20.2216,19.3744,0.7676678
21.65545,21.86938,21.56249,21.08663,20.88115,1.648493
19.03491,18.07127,17.52282,17.09954,16.93258,0.1516715
22.27697,22.22156,21.67756,21.2466,20.5581,0.8252689
17.30624,15.9227,15.34413,15.11688,15.00154,1.365608e-05
23.73487,22.59241,21.4044,20.33755,19.99495,0.6333239
18.50066,17.75872,17.57899,17.26281,17.20432,0.1042926
22.30221,20.74615,18.96627,18.30354,17.96098,0.3418453
26.64886,24.40703,22.90112,21.22635,19.8134,0.8807216
23.63431,23.43351,21.53839,20.22315,19.62993,0.6510677
19.47617,17.60138,16.71085,16.28498,15.96623,0.07228776
24.63465,20.38689,20.68974,19.95338,22.82689,-4.268124e-05
16.00738,15.58084,15.77087,15.94878,16.17533,-8.342926e-06
19.12883,18.09602,17.76596,17.59336,17.5466,-0.0003417095
22.00016,20.54421,18.86295,18.24895,17.90494,0.3348887
23.23046,22.82871,21.86405,21.37995,20.61978,0.8903877
23.32225,21.0292,20.7595,20.46427,20.34373,-0.0004214886
25.67157,20.58159,18.93792,18.30634,17.8475,0.3337988
22.58794,22.18493,21.49047,20.97994,20.53965,0.644473
20.40263,18.62439,17.6424,17.21663,16.87726,0.137273
20.10399,20.02927,20.09609,19.92323,19.62669,2.036844
23.87569,23.01508,21.21934,20.0191,19.4556,0.5699382
24.64345,21.29342,19.48652,18.69032,18.17628,0.4455302
26.31916,23.07337,21.21101,20.19662,19.49429,0.5642955
22.83241,21.36444,19.81701,19.04992,18.74081,0.4633514
18.71028,17.54938,17.1845,16.96838,16.8418,0.02708126
23.20415,22.11258,21.55284,20.985,20.02849,0.8770077
25.20118,22.49172,20.71274,19.66969,19.25903,0.5364527
20.81402,18.6659,17.52346,17.05709,16.73175,0.1549399
19.12439,17.91221,17.46211,17.1909,17.14402,0.06693766
26.33875,22.35206,20.6491,19.60155,19.08425,0.5794414
22.38992,22.0725,21.59628,21.66357,21.66068,1.07498
24.00376,23.27118,22.21856,21.97236,21.6706,2.087569
23.5035,22.74403,21.32521,18.97043,17.58838,1.432928e-05
19.79233,19.05869,19.36112,19.57706,19.76597,-0.0005340785
19.41394,17.53201,16.65706,16.19821,15.84205,0.08646625
19.67081,18.76782,18.486,18.41134,18.37886,-0.0003158136
23.15532,22.22865,20.60938,19.72449,19.2301,0.5216237
24.48573,23.65279,23.09506,22.22516,22.04944,0.7338338
27.22261,21.17138,19.57584,18.77934,18.56208,0.4668843
20.83506,20.29767,20.2908,20.32103,20.50317,-0.0001988095
21.88738,20.26743,19.68645,19.4891,19.39955,-0.0001863525
22.57744,22.98314,22.48776,21.53892,20.87665,0.9307092
24.68122,22.89448,21.38182,20.16148,19.61967,0.5974704
25.07386,22.9985,21.06776,19.94853,19.53472,0.5177943
22.71699,22.10711,21.31151,20.61263,20.5466,0.6263354
21.25104,20.63707,20.50384,20.511,19.94914,2.461483
22.84263,20.85711,20.48373,20.37573,20.13579,-0.0004106657
21.97226,22.96636,21.21032,19.89437,19.73663,0.6134886
22.02327,21.97948,21.58813,21.60136,21.35675,1.022034
22.18571,20.19613,18.44,17.85401,17.47691,0.2961508
21.97618,19.97544,18.24824,17.69015,17.37316,0.353808
19.908,18.77964,18.287,18.04825,17.91626,-0.000355325
19.85733,18.68236,18.20359,18.03319,17.90436,-0.0004188355
22.42562,22.40722,21.93339,21.66457,21.52938,2.184473
21.13959,20.56803,20.51416,20.10295,19.84846,0.6093722
22.46289,20.17622,18.47877,17.907,17.56803,0.3148349
19.52543,18.3157,17.6084,17.18976,16.86521,0.1234131
22.88007,22.45063,22.10801,21.85991,21.1934,-9.517949e-05
25.12378,24.58874,24.35683,22.96756,22.58247,0.9260068
21.17141,20.32446,19.90858,19.7207,19.69339,-0.001208019
21.40325,19.7455,18.96497,18.66868,18.51233,5.84641e-05
18.72048,18.84894,18.5688,18.57319,18.71544,1.201266
25.82405,20.46387,18.78799,18.20313,17.83558,0.2894347
22.06105,21.19456,19.8935,19.14832,18.93086,0.4694622
23.60221,23.33758,23.25421,21.52108,22.43017,0.8409382
22.04065,21.85418,21.61011,21.41035,21.03912,0.9168419
18.51916,17.33084,16.85617,16.53397,16.37154,0.113111
18.41268,17.23473,16.75083,16.40823,16.23525,0.06805961
26.71509,21.9806,20.35253,19.45875,19.00494,0.4684837
19.62136,17.6948,16.69672,16.25439,15.8846,0.116752
21.68014,20.54852,20.05464,19.92692,19.75483,1.028858
22.08619,21.0438,20.88399,20.79633,20.25159,2.589869
19.55295,18.00521,17.41484,17.05754,16.86633,0.09799054
20.3678,19.35482,19.04688,18.95031,18.87439,2.740751
19.5088,17.88617,17.22602,17.02347,16.84235,8.313988e-05
20.41102,20.25258,20.23124,20.02034,19.62832,2.101598
21.8194,21.31425,20.87806,20.48782,20.15203,1.650496
25.49863,21.47,21.1315,20.84567,21.0743,3.166464
20.10796,18.41322,17.56892,17.12331,16.81921,0.1076189
23.10672,22.82997,22.33493,21.67755,21.66825,0.84478
18.8222,18.74766,18.63034,18.64652,17.93616,0.3047417
24.75632,22.02255,20.23721,19.40997,18.97053,0.4845739
20.74496,20.76468,20.41533,20.40879,20.488,1.41561
25.03277,23.93675,21.07382,20.0499,19.29585,0.7115775
22.25383,20.60625,18.96834,18.29995,17.90523,0.4015841
19.90582,17.86911,16.77626,16.29729,15.88455,0.09699824
21.87562,20.97969,20.82477,20.76495,20.77371,2.757063
22.88305,21.89228,21.60823,21.53159,21.44893,2.277779
18.2788,17.39188,17.08691,16.97942,16.94687,-0.000604042
23.27409,20.17734,18.56653,17.94703,17.57166,0.3196782
23.77516,22.04794,20.62041,20.14323,20.15002,0.5881448
23.1933,20.62834,18.96181,18.3212,17.97275,0.3543877
23.88231,22.28328,22.06114,21.59854,21.17799,-0.0005300485
19.02743,17.18065,16.2496,15.82166,15.45019,0.09513589
23.58513,23.31713,22.03937,21.11862,20.99275,0.7460768
23.6606,20.2054,18.53365,17.96225,17.54389,0.3158321
25.05585,23.43682,22.10599,20.69717,19.86909,-2.033006e-05
20.27747,17.83509,16.82626,16.46048,16.23492,5.778411e-05
22.65564,21.13126,19.55426,18.25354,17.55592,6.718368e-06
20.30021,20.25068,20.43111,20.68974,20.64316,-0.001020227
22.74389,21.29364,19.58556,18.76854,18.33494,0.4643168
18.66532,17.33872,16.85012,16.65313,16.55983,1.038666e-06
19.61323,17.9631,17.23462,16.95735,16.79381,0.0002140389
22.00799,21.77612,22.03463,21.90174,21.27331,2.133255
19.7022,18.53288,18.06546,17.87778,17.76473,0.0003066611
18.90664,17.80513,17.32895,17.13215,17.03718,5.511125e-05
21.71268,21.61632,20.93094,20.95752,21.1063,0.354301
20.11273,20.20206,19.85501,19.82723,20.03148,1.228211
24.52221,20.56686,19.36077,18.327,17.71758,-2.29799e-05
22.67229,21.26253,24.80203,20.52622,20.30793,-7.137628e-06
23.01074,22.32428,20.7855,19.50428,19.12924,0.595396
19.7004,18.13146,17.30578,16.85578,16.64528,0.177366
22.70114,20.96176,20.43728,20.18474,20.21147,2.461868e-05
21.361,21.00694,21.02795,20.96519,20.76603,-0.0004672378
19.40418,17.36577,16.27406,15.83967,15.49152,0.1351089
21.36035,20.8137,20.71022,20.63899,20.24632,2.393781
23.67608,20.02411,18.29771,17.54171,17.23133,0.4175109
25.3541,22.61604,20.7922,19.72511,19.20889,0.6270735
20.46745,19.79352,19.62563,19.6615,19.47084,2.487223
19.84226,18.69509,18.09105,17.56035,17.28941,0.05402279
20.88606,20.02148,19.76029,19.5719,19.50365,0.6419212
19.19985,18.07844,17.45493,16.97643,16.75777,0.08937166
19.76497,18.87981,18.52096,18.3876,18.35,-0.0002388897
22.67809,21.59509,19.88177,19.10729,18.71848,0.4568437
19.1989,18.81571,18.84424,18.93623,18.70382,0.8624551
22.70608,21.54433,21.3928,21.35019,20.54851,-0.000888964
23.15338,22.67961,23.08188,22.32506,21.60398,5.458624
23.18767,23.00196,21.58012,20.23707,19.81737,0.6251882
22.85284,22.97526,22.29991,21.85218,21.95225,0.8665813
22.22402,21.18018,19.94544,19.18735,18.69093,0.5237803
20.35489,18.10472,16.85706,16.38639,16.04221,0.1999438
21.94686,20.68541,20.27059,20.12147,19.84342,-0.000286499
23.19606,24.98598,22.1811,20.52098,19.66846,0.789168
17.19692,16.20129,15.90218,15.76784,15.74756,-0.0004223445
25.23208,21.53392,19.77418,18.9444,18.61026,0.4157381
18.31017,16.96767,16.41182,16.22456,16.19464,-0.0001277011
23.10641,22.57652,22.0003,21.51646,20.44643,1.031179
23.06944,22.13388,20.34945,19.49902,18.89172,0.5183528
21.63657,19.49936,17.9468,17.41274,17.02932,0.2853522
19.19944,18.01112,17.59604,17.42427,17.36345,-0.0004701029
21.05338,19.34406,17.88729,17.33114,16.93085,0.2124445
22.57537,21.79892,21.91758,21.40034,21.30457,1.390263
20.22846,20.05924,19.94779,19.68421,19.61326,1.914206
17.51089,16.44708,15.987,15.80021,15.61484,0.01554632
23.64125,21.88422,20.74073,19.89182,19.29044,0.5091087
24.76478,23.63991,23.00881,21.54993,21.26118,0.668959
26.3445,21.65442,19.9905,19.10339,18.62421,0.513352
23.58452,20.88591,19.15294,18.39082,17.98291,0.4173064
18.55733,17.24357,16.62276,16.34301,16.20834,-2.152803e-05
25.52682,21.49091,21.09088,20.79419,20.89964,-0.001104955
21.99307,21.15429,20.24654,19.36026,18.84363,0.7049474
21.82334,21.93686,21.30899,21.35165,21.81634,1.188403
19.46321,17.9222,17.36186,17.17762,17.07789,-0.0002186024
20.8115,19.68785,19.29749,19.21481,19.11178,0.0001570784
21.9214,21.06822,20.71699,20.72789,20.94852,2.502056
26.85669,22.72681,20.89596,19.68663,18.97301,0.6853551
20.67869,20.08353,20.01999,19.99301,19.81626,2.490386
21.66256,21.58504,21.40077,21.23943,20.93325,1.540634
20.521,18.43244,17.28522,16.85018,16.53109,0.1838787
17.53753,16.48901,16.17772,16.06787,16.05881,-0.0001984767
20.33245,19.98239,20.307,19.48142,21.20029,0.09049688
23.18944,21.67021,20.25648,19.48875,19.12306,0.5348383
23.57286,24.23901,21.78167,20.56351,19.9087,0.6966765
21.67001,20.84907,20.70244,20.70156,20.28463,0.0004100105
21.12069,21.0498,20.82054,20.83221,20.46786,1.036031
18.81954,17.81194,17.43707,17.12414,17.08395,0.08927785
24.63465,22.44987,21.52172,20.56117,21.71393,-0.0002655136
25.17055,23.30026,21.71187,19.38578,18.0413,-9.979273e-05
18.00413,17.17119,16.92292,16.76204,16.62784,0.03436371
22.07669,22.38292,21.91146,21.7687,21.59164,1.426931
23.44998,22.22538,20.31307,19.31508,18.88756,0.5402282
24.03958,21.74858,20.37259,19.61106,19.11469,0.5353083
19.43718,17.58028,16.49747,15.97711,15.54461,0.1161227
20.70771,18.67162,17.64188,17.18531,16.86964,0.1548187
23.60779,22.72615,22.51541,22.30443,22.16145,1.02104
22.13223,21.56608,21.65523,21.3343,21.0008,1.745378
22.22253,22.04985,20.50393,19.64864,18.91859,0.5229858
23.88269,21.10137,19.86666,19.29895,19.35624,-0.0002073807
21.88531,20.55414,19.81862,19.3838,19.2475,0.1387416
23.24264,22.46975,21.07673,20.00252,19.62097,0.6463856
21.27247,21.38662,21.36409,21.19962,20.84636,1.999681
25.37529,24.02931,22.99846,21.70628,19.97938,3.656765e-05
22.32987,20.51035,18.80614,18.17688,17.76826,0.3276799
22.75503,20.51947,20.25427,20.11617,20.02855,-0.0004954374
20.6015,19.60339,19.203,18.99689,18.91768,0.0001134701
16.80964,15.3683,14.82302,14.62297,14.54812,-0.0001984423
25.47396,22.93427,20.74761,19.49537,19.06625,0.5828701
21.97645,23.15132,21.34193,19.92656,19.5714,0.6505378
19.11187,17.95912,17.35153,16.99694,16.78124,0.07107922
20.5224,18.44113,17.3324,16.88174,16.56398,0.1497631
21.21072,20.01504,19.74122,19.65142,19.62003,-0.001032015
24.56258,23.61906,21.80454,21.02223,20.45426,0.0001668171
22.34324,21.76328,21.45912,21.32877,21.08053,1.116766
20.85815,20.65278,20.43727,20.36541,20.16899,1.428801
24.10666,22.17235,20.0629,19.0158,18.4171,0.5564189
25.00142,22.5443,22.06644,21.16352,21.37707,0.7246299
20.50169,18.4725,17.45506,17.03566,16.66064,0.1207659
19.72563,17.58027,16.80221,16.70739,16.36649,-0.0002530064
19.31594,17.91139,17.24227,16.94501,16.78259,-0.0004648602
25.28334,21.13672,19.55,18.75488,18.29655,0.4684598
25.793,24.15516,22.25544,20.96419,19.69639,0.7312406
22.03124,21.59221,20.24306,19.41766,18.79951,0.5223578
23.18742,22.20396,20.58015,19.43982,18.99022,0.6108299
21.65634,20.79614,19.43431,18.85675,18.47233,0.3172543
20.52235,19.32344,18.63008,18.31623,18.01418,0.1289772
20.7842,19.24655,18.60527,18.35803,18.21889,-9.536248e-05
23.07306,19.93452,18.23582,17.64971,17.26311,0.3118891
26.54753,23.0574,21.37866,20.1871,19.35186,0.6646286
22.39261,22.02091,21.30206,20.61158,20.18584,0.5889046
23.61421,23.13435,21.57061,20.33543,19.94452,0.6083597
22.57157,21.75048,20.03641,19.20543,18.75284,0.4344108
18.3801,17.06365,16.52731,16.33901,16.2263,0.0003578097
18.61724,17.61949,17.33065,17.22524,17.22097,-0.0007601593
21.72343,21.18606,19.16063,18.27702,17.83927,0.5003055
21.87022,21.71645,21.58741,21.35664,21.4766,1.276585
21.83105,21.7258,20.75255,19.89762,19.61397,0.6747414
20.20919,18.36943,17.16035,16.68703,16.33908,0.1625046
21.0379,20.29884,19.41175,19.11529,18.83652,0.322351
24.89582,21.14251,19.47988,18.7151,18.23656,0.4454612
23.35713,21.10969,19.539,18.74365,18.27786,0.4148426
19.01127,17.89259,17.33245,16.959,16.72141,0.08185428
18.81526,16.86241,15.95772,15.54076,15.24129,0.06640781
23.59671,21.84875,21.74779,21.70382,21.05055,-0.0001799387
25.19221,22.66051,21.84085,20.7597,19.89704,0.696088
23.69371,23.40918,20.77202,19.66472,18.98178,0.6308792
22.62076,22.56714,21.69687,20.36242,19.65986,0.9428521
24.20097,22.89907,21.37487,20.30965,18.65085,-6.155711e-06
22.16486,21.37529,21.30267,21.49664,20.73553,2.453461
23.67158,22.48273,21.20894,19.81932,19.19009,0.6610261
24.34509,21.5479,19.98602,19.21845,18.84925,0.4701932
20.59248,18.71104,17.58387,17.10062,16.74571,0.1461083
25.7126,21.38128,21.25823,21.25177,21.44779,3.111523
22.96784,21.87095,20.67858,19.83996,19.50645,0.5833213
23.52702,24.4059,22.40181,21.22758,20.00923,0.001968144
21.84872,19.89471,18.64423,18.15852,17.83368,0.2259774
26.75306,21.15687,19.15403,18.40149,17.87164,0.4343872
24.31149,21.9931,20.58364,19.76995,19.39575,0.4716587
21.05561,19.57836,18.17346,17.58058,17.20724,0.255824
19.48967,17.8646,17.01221,16.57049,16.21589,0.04585491
22.70824,20.88962,20.48554,20.42143,20.41474,-0.0001219796
22.61047,22.09743,20.10295,19.28094,18.59674,0.5078374
19.98223,19.64529,19.45033,19.24661,19.17389,1.674909
21.75712,21.01555,21.28184,21.13843,20.83912,2.382993
20.17848,18.00212,16.80449,16.27914,15.87265,0.1552275
22.82614,22.38031,20.98875,19.71729,18.95555,-3.217084e-05
25.05542,22.36534,21.09666,20.0566,19.59796,0.6825346
17.94255,17.92482,18.30993,18.53178,18.63593,-6.797454e-05
22.31763,21.94784,21.88572,21.76457,22.02715,1.870142
21.82513,21.37559,21.13217,21.15891,21.9756,-0.0004990876
20.54352,20.06165,19.87963,19.74528,19.47515,2.167811
19.56768,18.64512,18.28085,18.12971,18.10323,-0.000490076
25.17814,22.83777,21.05811,19.9112,19.3558,0.648414
22.33743,22.24732,21.07996,20.04165,20.16103,0.7138629
20.37683,20.05619,19.87432,19.57424,19.32944,1.970237
21.00017,18.81002,17.58163,17.05124,16.68076,0.2058717
20.89802,19.85806,18.33415,17.78718,17.36341,0.3279647
23.49163,22.2704,20.65142,19.7701,19.2914,0.5518091
22.58472,22.30941,20.59355,19.40044,18.86522,0.6516687
24.14853,22.28331,20.57466,19.62607,19.04364,0.4893434
21.76997,20.18882,19.48844,19.25711,19.04506,-0.0001442311
22.58444,22.62428,21.48086,22.31031,21.29666,0.735293
26.60934,21.82967,21.0493,20.95401,20.49991,0.9740305
20.48061,20.38242,20.03172,19.80315,19.68333,1.457761
20.4024,18.36022,17.3917,17.08385,16.76908,0.09174566
19.09914,17.30649,16.37032,15.90485,15.54301,0.08236889
22.14637,20.31235,19.42818,18.81981,18.51174,0.1780798
22.96508,21.43629,20.03452,19.25562,18.77318,0.5227864
26.25197,21.53804,19.94681,18.97449,18.46387,0.5119189
22.99944,22.5055,20.2706,19.25529,18.83108,0.5225713
25.65437,22.41392,20.82328,19.59733,18.90841,0.6680937
18.30932,16.82681,16.25134,16.06014,15.96617,-4.67635e-05
17.62139,15.69786,14.87667,14.46797,14.15928,0.0338915
24.64972,20.94617,18.96274,18.36127,17.93767,0.3250985
21.38611,20.19959,19.96361,20.02823,19.86627,2.626022
20.00154,19.11336,18.70719,18.47296,18.46862,0.02090081
22.60416,22.41949,20.42643,19.43639,19.10534,0.5228181
24.60221,21.8245,19.96675,19.10574,18.71504,0.4776691
25.67302,23.59485,21.78617,20.76628,19.85032,0.827912
